budget,id,original_title,runtime,title,vote_average,vote_count
0,20565,42 Up,139,42 Up,6.6,9
0,27141,Liberty Heights,127,Liberty Heights,6.7,19
0,10399,Mansfield Park,112,Mansfield Park,6.7,81
0,90762,Zbogum na dvaesetiot vek,83,"Goodbye, 20th Century",7.5,2
100000000,2668,Sleepy Hollow,105,Sleepy Hollow,6.9,1774
135000000,36643,The World Is Not Enough,128,The World Is Not Enough,6,878
8272296,99,Todo sobre mi madre,101,All About My Mother,7.4,337
0,159569,Home Page,102,Home Page,0,0
0,77010,La morte vivante,86,The Living Dead Girl,6,18
0,25898,Babes in Toyland,73,Babes in Toyland,6.6,28
0,9647,Scrooged,101,Scrooged,6.7,395
0,11787,Harvey,104,Harvey,7.7,159
133000,5156,Ladri di biciclette,93,Bicycle Thieves,8,404
4000000,24276,Matewan,132,Matewan,7.2,33
0,11953,影武者,180,Kagemusha,7.7,135
0,44662,忠臣蔵 花の巻・雪の巻,207,47 Samurai,7.1,20
0,29005,McCabe & Mrs. Miller,120,McCabe & Mrs. Miller,7.3,82
0,26371,Maurice,134,Maurice,7.1,62
750000,596,The Grapes of Wrath,129,The Grapes of Wrath,7.8,211
0,52470,My Man Godfrey,92,My Man Godfrey,6.4,4
0,20334,The Shop Around the Corner,99,The Shop Around the Corner,7.9,107
28000000,11393,The Natural,137,The Natural,7,162
0,31121,Shampoo,109,Shampoo,6.3,41
0,293,A River Runs Through It,123,A River Runs Through It,7,241
14000000,10998,Fatal Attraction,119,Fatal Attraction,6.6,305
15000000,12235,Jagged Edge,108,Jagged Edge,6.5,63
23000000,36094,Stanley & Iris,104,Stanley & Iris,5.7,26
30000000,9013,Midnight Run,126,Midnight Run,7.2,241
0,11005,Awakenings,120,Awakenings,7.6,568
0,59820,Come See the Paradise,133,Come See the Paradise,6.1,14
75000000,2924,Backdraft,137,Backdraft,6.4,360
24000000,177,The Fisher King,137,The Fisher King,7.2,346
18000000,38557,The River,122,The River,6.5,21
0,42087,Country,105,Country,6.3,6
0,13681,Places in the Heart,111,Places in the Heart,7.1,31
0,34760,"'night, Mother",96,"'night, Mother",5.8,6
100000000,9946,End of Days,121,End of Days,5.5,488
90000000,863,Toy Story 2,92,Toy Story 2,7.3,3914
0,31582,Flawless,112,Flawless,5.9,56
0,125520,Miss Julie,103,Miss Julie,6.3,3
38000000,22267,Ride with the Devil,138,Ride with the Devil,6.6,49
312000,55123,Tumbleweeds,102,Tumbleweeds,6.2,11
0,5486,Reazione a catena,84,A Bay of Blood,6.4,53
0,10411,The Distinguished Gentleman,112,The Distinguished Gentleman,5.7,78
0,41462,The Hitch-Hiker,71,The Hitch-Hiker,6.6,28
0,1718,Santa Fe Trail,110,Santa Fe Trail,3.6,5
0,28604,Lauderdale,91,Lauderdale,1.7,3
0,15506,Agnes Browne,92,Agnes Browne,6.3,9
23000000,20024,The End of the Affair,102,The End of the Affair,6.6,56
0,78256,The End of the Affair,105,The End of the Affair,6.3,2
0,13787,Holy Smoke,115,Holy Smoke!,5.3,47
0,54933,A Map of the World,125,A Map of the World,6.4,8
0,9684,Sweet and Lowdown,95,Sweet and Lowdown,6.8,109
47000000,9586,The Bonfire of the Vanities,125,The Bonfire of the Vanities,5.3,113
0,41638,Broadway Damage,0,Broadway Damage,6,1
0,70801,Daddy-Long-Legs,85,Daddy-Long-Legs,7.4,5
0,33015,Go West,69,Go West,6.8,19
0,777,La Grande Illusion,114,Grand Illusion,7.5,126
0,21887,The Great Santini,115,The Great Santini,6.9,21
0,5652,The James Dean Story,81,The James Dean Story,6.2,6
0,19664,The Sea Wolves,120,The Sea Wolves,5.7,19
0,32331,Stealing Home,98,Stealing Home,5.9,15
0,76083,Tarzan the Fearless,85,Tarzan the Fearless,2.8,4
0,32628,Three Ages,63,Three Ages,7.2,20
19000000,32669,The Two Jakes,138,The Two Jakes,6.2,48
0,18161,U2: Rattle and Hum,98,U2: Rattle and Hum,6.3,28
0,31681,Hell in the Pacific,103,Hell in the Pacific,6.8,41
0,33666,The Glass Bottom Boat,110,The Glass Bottom Boat,4.8,16
0,32274,Cradle Will Rock,132,Cradle Will Rock,7.2,18
17000000,10402,Deuce Bigalow: Male Gigolo,88,Deuce Bigalow: Male Gigolo,5.4,314
60000000,497,The Green Mile,189,The Green Mile,8.2,4166
24000000,1715,The Cider House Rules,126,The Cider House Rules,6.9,285
0,35118,Diamonds,91,Diamonds,5.4,7
0,42739,The War Zone,98,The War Zone,7.2,54
0,26162,The Bat Whispers,83,The Bat Whispers,6.3,4
1300000,25188,The Last Picture Show,118,The Last Picture Show,7.6,133
650000,15515,The 7th Voyage of Sinbad,88,The 7th Voyage of Sinbad,6.8,52
0,75888,Blood on the Sun,93,Blood on the Sun,5.1,7
75000000,1439,Anna and the King,148,Anna and the King,6.4,204
100000000,2277,Bicentennial Man,131,Bicentennial Man,6.9,998
133000000,10137,Stuart Little,84,Stuart Little,5.8,998
0,10387,荊軻刺秦王,162,The Emperor and the Assassin,7.4,18
80000000,49948,Fantasia 2000,74,Fantasia 2000,7,300
37000000,334,Magnolia,188,Magnolia,7.5,844
14000000,30237,Onegin,104,Onegin,5.8,26
10000000,50116,Simpatico,106,Simpatico,5.3,6
0,46435,Topsy-Turvy,160,Topsy-Turvy,6.7,41
0,94260,The Alley Cats,83,The Alley Cats,2.5,2
0,22213,Boiling Point,92,Boiling Point,4.6,26
0,47070,Brenda Starr,93,Brenda Starr,5.1,7
0,36492,Carnal Knowledge,98,Carnal Knowledge,6.7,34
360000,624,Easy Rider,95,Easy Rider,7,411
0,26578,The Falcon and the Snowman,132,The Falcon and the Snowman,6.5,43
0,415072,Hi-Yo Silver,68,Hi-Yo Silver,0,0
0,43103,Room at the Top,115,Room at the Top,6,20
0,43194,Ulisse,100,Ulysses,6.3,32
55000000,9563,Any Given Sunday,163,Any Given Sunday,6.8,430
82000000,1850,Man on the Moon,118,Man on the Moon,6.9,444
45000000,926,Galaxy Quest,102,Galaxy Quest,6.9,722
40000000,1213,The Talented Mr. Ripley,139,The Talented Mr. Ripley,7.1,790
11000000,10471,Next Friday,98,Next Friday,6.5,145
50000000,10400,The Hurricane,146,The Hurricane,7.2,401
25,10397,Angela's Ashes,145,Angela's Ashes,7,59
24000000,20761,Play It to the Bone,124,Play It to the Bone,5.7,53
0,12524,Titus,162,Titus,6.5,76
0,28216,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",91,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",6.3,17
0,36773,The Third Miracle,119,The Third Miracle,6.1,16
0,30814,Montana,96,Montana,4.8,4
0,10219,Snow Falling on Cedars,127,Snow Falling on Cedars,6.3,32
40000000,3558,"Girl, Interrupted",127,"Girl, Interrupted",7.6,747
0,104878,Trans,80,Trans,0,0
0,41276,The Life and Times of Hank Greenberg,90,The Life and Times of Hank Greenberg,4,2
7000000,17908,My Dog Skip,95,My Dog Skip,6.5,71
90000000,10384,Supernova,91,Supernova,4.9,109
0,125317,The Quarry,112,The Quarry,2.5,2
24554,48233,Theeviravaathi: The Terrorist,95,The Terrorist,8.1,4
0,10236,The Way We Were,118,The Way We Were,7.1,87
0,71067,Tess of the Storm Country,118,Tess of the Storm Country,5,1
1661530,632,Stalag 17,120,Stalag 17,7.6,143
0,11851,The Presidio,97,The Presidio,5.7,80
12000000,5924,Papillon,151,Papillon,7.8,445
0,33734,Pal Joey,111,Pal Joey,5.9,16
0,14886,The Last Detail,103,The Last Detail,7.1,85
0,26617,Five Easy Pieces,98,Five Easy Pieces,7.2,114
200000,11900,Auch Zwerge haben klein angefangen,96,Even Dwarfs Started Small,6.6,27
10000000,10493,Dead Calm,96,Dead Calm,6.6,178
0,16241,The Boys from Brazil,125,The Boys from Brazil,6.6,102
0,27632,La maschera del demonio,87,Black Sunday,7.2,79
0,22160,Against All Odds,128,Against All Odds,5.7,40
0,4460,The Snows of Kilimanjaro,117,The Snows of Kilimanjaro,6.1,18
0,9644,National Lampoon's Loaded Weapon 1,84,National Lampoon's Loaded Weapon 1,5.7,161
0,43455,The Loves of Carmen,99,The Loves of Carmen,8,2
4500000,13342,Fast Times at Ridgemont High,90,Fast Times at Ridgemont High,7,330
15000000,35119,A Cry in the Dark,120,A Cry in the Dark,6.4,49
0,21256,Born to Win,88,Born to Win,6.1,7
6000000,14919,Batman: Mask of the Phantasm,76,Batman: Mask of the Phantasm,7.4,218
0,14040,American Flyers,113,American Flyers,6.1,33
0,75641,Voyage of the Damned,155,Voyage of the Damned,5.5,5
0,17343,Vampyros Lesbos,89,Vampyros Lesbos,5.5,29
0,22692,A Star Is Born,111,A Star Is Born,6.3,24
250000,47620,Poison,85,Poison,6.4,15
0,2990,Pacific Heights,102,Pacific Heights,6,83
0,38775,Night Tide,84,Night Tide,6.2,16
0,10831,The Draughtsman's Contract,103,The Draughtsman's Contract,6.9,44
0,21193,Carmen,152,Carmen,5.9,6
0,33078,A Zed & Two Noughts,115,A Zed & Two Noughts,6.8,31
0,16672,砂の女,147,Woman in the Dunes,8.1,88
9000000,10472,Down to You,91,Down to You,4.9,71
0,123277,Hellhounds on My Trail: The Afterlife of Robert Johnson,0,Hellhounds on My Trail: The Afterlife of Robert Johnson,0,0
0,79474,"Más que amor, frenesí",125,"Not Love, Just Frenzy",4.6,4
0,97805,Wirey Spindell,0,Wirey Spindell,5.5,2
0,53714,Another Man's Poison,90,Another Man's Poison,6.4,9
0,21489,The Odessa File,130,The Odessa File,6.7,50
0,51392,The Saphead,77,The Saphead,6.4,6
0,32600,Seven Chances,56,Seven Chances,7.3,49
0,110479,Smashing Time,96,Smashing Time,4.8,2
0,299121,Train Ride to Hollywood,89,Train Ride to Hollywood,0,0
0,13005,Where the Buffalo Roam,96,Where the Buffalo Roam,6.1,48
0,65134,Zachariah,93,Zachariah,7,1
0,121738,Falkens öga,89,Kestrel's Eye,0,0
15000000,18681,Eye of the Beholder,109,Eye of the Beholder,5.3,42
36000000,75531,Isn't She Great,95,Isn't She Great,4.6,14
0,20468,The Big Tease,87,The Big Tease,5.8,6
0,14521,Phörpa,93,The Cup,5.9,9
0,46835,Santitos,105,Santitos,6.3,2
0,10406,Encino Man,88,Encino Man,5.6,197
0,14741,The Goodbye Girl,111,The Goodbye Girl,7.3,37
0,32015,Soy Cuba,141,I Am Cuba,8,33
34000000,1883,Malcolm X,202,Malcolm X,7.3,377
31000000,2005,Sister Act,100,Sister Act,6.5,713
38000000,6279,Sister Act 2: Back in the Habit,107,Sister Act 2: Back in the Habit,5.9,384
11700000,11087,The Hand that Rocks the Cradle,110,The Hand that Rocks the Cradle,6.5,196
32000000,7305,Alive,120,Alive,6.7,383
0,24735,Agnes of God,98,Agnes of God,6.2,40
31000000,9475,Scent of a Woman,157,Scent of a Woman,7.3,763
20000000,8872,Wayne's World,94,Wayne's World,6.5,738
0,8873,Wayne's World 2,95,Wayne's World 2,5.8,281
40000000,11287,A League of Their Own,128,A League of Their Own,6.8,362
45000000,9869,Patriot Games,117,Patriot Games,6.4,440
25000000,619,The Bodyguard,129,The Bodyguard,6.2,681
55000000,9374,Death Becomes Her,104,Death Becomes Her,6.3,655
60000000,11259,Far and Away,140,Far and Away,6.3,294
0,8293,Howards End,140,Howards End,7,98
0,11068,Singles,99,Singles,6.6,106
10000000,1923,Twin Peaks: Fire Walk with Me,134,Twin Peaks: Fire Walk with Me,7.3,429
0,10158,White Men Can't Jump,115,White Men Can't Jump,6.2,305
7000000,10206,Buffy the Vampire Slayer,86,Buffy the Vampire Slayer,5.3,192
4500000,11782,辣手神探,126,Hard Boiled,7.4,169
0,10086,C'est arrivé près de chez vous,95,Man Bites Dog,7.2,194
220000,9367,El Mariachi,81,El Mariachi,6.6,243
0,9876,Stop! Or My Mom Will Shoot,87,Stop! Or My Mom Will Shoot,4.6,220
0,10326,Forever Young,102,Forever Young,6,258
0,16562,The Cutting Edge,101,The Cutting Edge,6.6,59
0,9609,Of Mice and Men,110,Of Mice and Men,7.1,147
1000000,12143,Bad Lieutenant,96,Bad Lieutenant,6.9,162
40000000,4234,Scream 3,116,Scream 3,5.7,749
16000000,9605,Single White Female,107,Single White Female,6,139
6000000,8374,The Boondock Saints,108,The Boondock Saints,7.2,848
10000000,29076,Gun Shy,101,Gun Shy,5.4,24
0,80471,Amic/Amat,90,Beloved/Friend,6.1,5
0,49477,Gendernauts: A Journey Through Shifting Identities,87,Gendernauts: A Journey Through Shifting Identities,10,2
0,121940,Knockout,99,Knockout,0,0
0,28156,The Baby,84,The Baby,6.1,20
0,113096,The Brandon Teena Story,89,The Brandon Teena Story,7.3,3
0,106837,Different for Girls,97,Different for Girls,5.2,5
0,24349,Minnie and Moskowitz,115,Minnie and Moskowitz,6.4,19
0,27841,They Might Be Giants,98,They Might Be Giants,7.3,19
40000000,1907,The Beach,119,The Beach,6.3,1271
0,15489,Snow Day,89,Snow Day,4.8,51
30000000,15655,The Tigger Movie,77,The Tigger Movie,6.3,146
0,68546,Cotton Mary,124,Cotton Mary,5.3,3
0,36210,一個都不能少,106,Not One Less,7.5,36
0,279444,Soft Toilet Seats,107,Soft Toilet Seats,0,0
200000,77908,Trois,93,Trois,4.5,1
0,22342,The Big Combo,84,The Big Combo,7.2,25
0,96484,Conceiving Ada,85,Conceiving Ada,0,0
520000,30062,Eaten Alive,91,Eaten Alive,4.9,41
0,62463,Raining Stones,90,Raining Stones,5.7,20
640000,25934,"To Sir, with Love",105,"To Sir, with Love",7.6,72
0,101383,With Byrd at the South Pole,82,With Byrd at the South Pole,7.5,2
26000000,14181,Boiler Room,118,Boiler Room,6.5,202
40000000,10385,Hanging Up,94,Hanging Up,5,42
23000000,2787,Pitch Black,108,Pitch Black,6.7,1812
41300000,2069,The Whole Nine Yards,98,The Whole Nine Yards,6.3,540
0,61416,Beautiful People,107,Beautiful People,6,11
0,79515,Black Tar Heroin: The Dark End of the Street,75,Black Tar Heroin: The Dark End of the Street,7.1,6
0,14839,Blue Collar,114,Blue Collar,7.2,30
0,42186,Bluebeard,72,Bluebeard,5.6,7
9000000,28978,The Circus,71,The Circus,8,119
1500000,901,City Lights,87,City Lights,8.2,444
0,25010,The Flamingo Kid,100,The Flamingo Kid,6,17
0,36208,A Dog's Life,33,A Dog's Life,7.1,46
250000,10098,The Kid,68,The Kid,8,404
0,18264,The Man from Laramie,104,The Man from Laramie,6.8,41
0,291861,The Wild McCullochs,93,The Wild McCullochs,0,0
0,33374,Class Reunion,84,Class Reunion,3.4,5
0,43368,The Big Trees,89,The Big Trees,5.2,7
0,127602,Happy Go Lovely,97,Happy Go Lovely,5,1
42000000,2155,Reindeer Games,124,Reindeer Games,5.3,175
35000000,11004,Wonder Boys,111,Wonder Boys,6.9,165
0,25212,Deterrence,101,Deterrence,6.1,7
0,36048,Judy Berlin,93,Judy Berlin,4.8,3
0,139,Mifunes sidste sang,98,Mifune,6.8,16
0,210307,The Waiting Game,85,The Waiting Game,0,0
6000000,47816,3 Strikes,82,3 Strikes,5.9,15
20000000,20682,Chain of Fools,96,Chain of Fools,5.9,24
16000000,25166,Drowning Mona,96,Drowning Mona,5.4,43
25000000,1831,The Next Best Thing,108,The Next Best Thing,4.3,29
60000000,10416,What Planet Are You From?,105,What Planet Are You From?,5.4,37
2053648,14271,Beyond the Mat,102,Beyond the Mat,7.8,17
0,4816,Ghost Dog: The Way of the Samurai,116,Ghost Dog: The Way of the Samurai,7.2,306
0,19958,The Year My Voice Broke,105,The Year My Voice Broke,7.3,10
0,28569,Splendor in the Grass,124,Splendor in the Grass,7.1,49
0,2193,My Tutor,97,My Tutor,5.8,17
0,64871,The Legend of Lobo,67,The Legend of Lobo,0,0
0,54575,The Killing of Sister George,138,The Killing of Sister George,6.2,13
0,11016,Key Largo,100,Key Largo,7.6,124
0,23020,Jail Bait,74,Jail Bait,3.5,11
0,54195,It Happened Here,93,It Happened Here,5.3,7
0,139058,I'll Never Forget What's'isname,97,I'll Never Forget What's'isname,7,3
0,20423,For All Mankind,80,For All Mankind,8.3,34
6000000,10839,Cross of Iron,132,Cross of Iron,6.6,89
0,36489,Bride of the Monster,69,Bride of the Monster,4.2,24
0,24481,Born Yesterday,103,Born Yesterday,6.6,35
12000000,11296,Birdy,120,Birdy,6.9,112
0,61651,And God Created Woman,100,And God Created Woman,3.8,13
24500,28172,Blood Feast,67,Blood Feast,5.3,26
0,57855,"Charlie, the Lonesome Cougar",75,"Charlie, the Lonesome Cougar",4.9,4
50000,28180,Color Me Blood Red,79,Color Me Blood Red,5,16
0,14280,Never Cry Wolf,105,Never Cry Wolf,6.9,36
0,72086,The Night Visitor,106,The Night Visitor,7.3,6
0,149687,The Perils of Pauline,96,The Perils of Pauline,8,1
1500000,29478,A Raisin in the Sun,128,A Raisin in the Sun,7.1,26
65000,28177,Two Thousand Maniacs!,87,Two Thousand Maniacs!,6.2,30
0,64166,Brown's Requiem,104,Brown's Requiem,6,2
0,73642,The Closer You Get,93,The Closer You Get,4.5,2
90000000,2067,Mission to Mars,114,Mission to Mars,5.7,374
38000000,622,The Ninth Gate,133,The Ninth Gate,6.3,768
0,110666,Condo Painting,0,Condo Painting,0,0
0,28463,Est -Ouest,125,East/West,7.5,11
0,12186,Defending Your Life,112,Defending Your Life,6.5,65
2300000,20283,Breaking Away,100,Breaking Away,7.4,80
9000000,5693,Hoosiers,114,Hoosiers,7.1,143
7000000,287,Bull Durham,108,Bull Durham,6.6,154
1800000,968,Dog Day Afternoon,125,Dog Day Afternoon,7.6,685
777000,838,American Graffiti,110,American Graffiti,6.9,330
0,16958,The Asphalt Jungle,112,The Asphalt Jungle,7.5,102
3750000,3114,The Searchers,119,The Searchers,7.7,332
0,31938,The Devil's Brigade,130,The Devil's Brigade,6.4,23
0,12501,The Big Country,165,The Big Country,7.8,70
0,22650,Mélodie en sous-sol,118,Any Number Can Win,6.9,17
19000000,31618,Betrayed,127,Betrayed,5.6,19
0,42232,Bound for Glory,147,Bound for Glory,7,22
0,15873,The Bridge at Remagen,117,The Bridge at Remagen,6.2,37
0,26928,Buck and the Preacher,102,Buck and the Preacher,5,10
800000,68427,Daughters of the Dust,112,Daughters of the Dust,6.8,9
0,25392,Destination Moon,91,Destination Moon,6.1,17
0,67455,La nuit fantastique,103,The Fantastic Night,5.7,3
0,22178,Hangmen Also Die!,134,Hangmen Also Die!,6.8,26
0,48213,Der Unhold,118,The Ogre,6.4,14
0,35412,On the Beach,134,On the Beach,6.7,60
0,43463,Railroaded!,72,Railroaded!,6.6,9
0,59939,Slaves to the Underground,93,Slaves to the Underground,5,2
0,159727,Song of Freedom,80,Song of Freedom,0,0
0,244151,Big Fella,0,Big Fella,8,1
0,8333,The Taking of Pelham One Two Three,104,The Taking of Pelham One Two Three,7.6,109
0,19259,Volunteers,107,Volunteers,5.6,39
40000000,820,JFK,189,JFK,7.5,513
0,11718,Who's Harry Crumb?,94,Who's Harry Crumb?,5.5,77
0,8989,Harry and the Hendersons,110,Harry and the Hendersons,5.6,157
0,32031,Let's Get Harry,102,Let's Get Harry,4.7,3
17000000,58048,Shanghai Surprise,97,Shanghai Surprise,2.9,15
0,26827,Who's That Girl,92,Who's That Girl,5.2,51
0,11157,She-Devil,99,She-Devil,5.4,82
0,28370,Date With an Angel,105,Date With an Angel,5.6,20
18000000,918,Blind Date,95,Blind Date,5.6,115
12000000,61178,Nadine,83,Nadine,5.5,21
0,11176,The Muppet Movie,97,The Muppet Movie,7,168
0,14900,The Great Muppet Caper,95,The Great Muppet Caper,6.9,72
8000000,11899,The Muppets Take Manhattan,94,The Muppets Take Manhattan,6.5,102
0,36536,Sesame Street Presents Follow That Bird,88,Sesame Street Presents Follow That Bird,6.5,12
0,18890,We're Back! A Dinosaur's Story,72,We're Back! A Dinosaur's Story,5.8,109
0,19736,Baby: Secret of the Lost Legend,95,Baby: Secret of the Lost Legend,5.3,24
0,123047,Turtle Diary,97,Turtle Diary,8.3,4
0,24575,Raise the Titanic,115,Raise the Titanic,5.2,21
1805000,16535,Titanic,98,Titanic,6.2,27
1680000,10971,A Night to Remember,123,A Night to Remember,7.5,45
0,23928,Captain Horatio Hornblower R.N.,117,Captain Horatio Hornblower R.N.,6.5,23
0,31336,Les convoyeurs attendent,94,The Carriers Are Waiting,7.3,8
52000000,462,Erin Brockovich,131,Erin Brockovich,7.1,730
23000000,9532,Final Destination,98,Final Destination,6.4,1416
0,117259,Soft Fruit,101,Soft Fruit,0,0
0,78231,Babymother,82,Babymother,3,1
0,2383,L'Ours,94,The Bear,6.9,85
0,25503,Impact,111,Impact,5.8,6
0,53879,Love Is a Many-Splendored Thing,102,Love Is a Many-Splendored Thing,5.8,23
0,1396,Зеркало,106,Mirror,7.8,147
1850000,11570,The Crimson Pirate,105,The Crimson Pirate,6.9,30
16000000,1541,Thelma & Louise,130,Thelma & Louise,7.2,766
0,150043,Something For Everyone,112,Something For Everyone,7.1,6
0,17443,...And Justice for All,119,...And Justice for All,7.1,118
2700000,8469,Animal House,109,Animal House,7,420
0,27995,She's Gotta Have It,84,She's Gotta Have It,6.2,29
0,36739,School Daze,121,School Daze,6.1,27
6500000,925,Do the Right Thing,120,Do the Right Thing,7.6,301
10000000,41823,Mo' Better Blues,129,Mo' Better Blues,6.3,48
14000000,1713,Jungle Fever,132,Jungle Fever,6,71
0,26170,Coogan's Bluff,93,Coogan's Bluff,6.2,80
0,30547,The Champ,121,The Champ,6.7,38
500000,54825,Creature Comforts,5,Creature Comforts,7.3,29
3000000,13939,Death Wish,93,Death Wish,7,165
2000000,14373,Death Wish 2,88,Death Wish 2,6.1,74
9000000,24873,Death Wish 3,92,Death Wish 3,6.1,68
0,26263,Death Wish 4: The Crackdown,99,Death Wish 4: The Crackdown,5.6,51
5000000,34746,Death Wish 5: The Face of Death,95,Death Wish 5: The Face of Death,5,46
927262,996,Double Indemnity,107,Double Indemnity,8,425
0,9079,Dying Young,111,Dying Young,5.8,87
6000000,1496,Cool as Ice,91,Cool as Ice,4.7,27
13500000,1498,Teenage Mutant Ninja Turtles,93,Teenage Mutant Ninja Turtles,6.5,486
25000000,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,290
21000000,1499,Teenage Mutant Ninja Turtles III,96,Teenage Mutant Ninja Turtles III,5.1,189
4200000,1880,Red Dawn,114,Red Dawn,6.4,217
8700000,33762,Band of the Hand,109,Band of the Hand,6.9,14
0,103960,Born American,97,Born American,3.6,7
1500000,11690,Bloodsport,92,Bloodsport,6.6,370
7000000,29143,Eyes of Laura Mars,104,Eyes of Laura Mars,5.7,46
0,35292,Funny Bones,128,Funny Bones,6.8,12
0,36652,The Good Earth,138,The Good Earth,5.7,13
13000000,801,"Good Morning, Vietnam",121,"Good Morning, Vietnam",7.1,658
0,104301,The Good Mother,104,The Good Mother,4.7,5
0,11520,Grumpy Old Men,103,Grumpy Old Men,6.5,176
4000000,1879,Guess Who's Coming to Dinner,108,Guess Who's Coming to Dinner,7.6,174
25000000,2085,Romeo Must Die,115,Romeo Must Die,6,334
0,13539,Here On Earth,96,Here On Earth,5.4,48
15000000,16222,Whatever It Takes,94,Whatever It Takes,5.1,38
0,109479,Buddy Boy,105,Buddy Boy,6,1
0,17078,رنگ خدا,90,The Color of Paradise,7.1,34
8500000,37722,Waking the Dead,105,Waking the Dead,6.5,22
0,75892,Sangre y arena,113,Blood and Sand,3.3,4
0,33516,Gothic,84,Gothic,5.8,33
0,99008,Hillbillys in a Haunted House,86,Hillbillys in a Haunted House,1.5,6
250000,9960,Lord of the Flies,92,Lord of the Flies,6.6,164
1,3082,Modern Times,87,Modern Times,8.1,881
0,49338,National Lampoon's Last Resort,90,National Lampoon's Last Resort,4.6,8
55000000,2102,Solar Crisis,112,Solar Crisis,4.4,7
0,52961,That's Life!,102,That's Life!,4.7,3
0,12187,Heart and Souls,104,Heart and Souls,6.6,84
2500000,24748,Hud,112,Hud,7.4,69
2000000,990,The Hustler,134,The Hustler,7.6,243
0,1908,Inherit the Wind,128,Inherit the Wind,7.6,93
4000000,9764,Дерсу Узала,144,Dersu Uzala,8,90
20000000,840,Close Encounters of the Third Kind,135,Close Encounters of the Third Kind,7.2,1122
0,39890,The City of the Dead,76,The City of the Dead,6.5,34
0,42237,Jonas qui aura 25 ans en l'an 2000,116,Jonah Who Will Be 25 in the Year 2000,8,4
0,26689,Retroactive,91,Retroactive,6,39
0,25673,A Place in the Sun,122,A Place in the Sun,6.9,87
25000000,2291,Jacob's Ladder,113,Jacob's Ladder,7.3,376
0,13531,Empire Records,90,Empire Records,6.6,188
6500000,16620,La Bamba,108,La Bamba,6.8,120
20000000,526,Ladyhawke,121,Ladyhawke,6.8,264
6000000,13346,Lucas,108,Lucas,6.4,53
30000000,243,High Fidelity,113,High Fidelity,7,636
95000000,10501,The Road to El Dorado,89,The Road to El Dorado,7,892
15000000,11478,The Skulls,106,The Skulls,5.7,160
0,96167,Macchie solari,85,Autopsy,7.3,3
0,24212,Devil Girl from Mars,77,Devil Girl from Mars,4,8
4653000,6644,El Dorado,120,El Dorado,7.2,96
0,41038,The Hideous Sun Demon,74,The Hideous Sun Demon,5.7,3
70000000,879,Hook,144,Hook,6.7,1563
300000,32613,Horror Express,90,Horror Express,6.2,63
0,39406,My Chauffeur,97,My Chauffeur,6.2,6
0,85689,The Son of the Sheik,68,The Son of the Sheik,4.7,3
0,31624,I corpi presentano tracce di violenza carnale,97,Torso,6.2,39
0,17529,True Grit,128,True Grit,7.3,205
0,40841,Roadside Prophets,96,Roadside Prophets,6.8,6
0,118098,Madame Sousatzka,122,Madame Sousatzka,5.4,7
0,1793,Max Dugan Returns,98,Max Dugan Returns,6.3,18
2300000,11327,Midnight Express,121,Midnight Express,7.6,309
20000000,1700,Misery,107,Misery,7.6,1085
43000000,54087,Mr. Saturday Night,119,Mr. Saturday Night,5.2,17
13000000,34322,Murphy's Romance,107,Murphy's Romance,5.7,14
0,41659,My Life,114,My Life,6.2,50
0,593,Солярис,167,Solaris,7.7,364
3800000,10774,Network,121,Network,7.8,391
15000000,10083,No Way Out,114,No Way Out,6.9,155
0,29786,North Dallas Forty,119,North Dallas Forty,6.2,12
0,11356,The Odd Couple,106,The Odd Couple,7.5,121
3700000,10747,The Outlaw Josey Wales,135,The Outlaw Josey Wales,7.4,303
10000000,38809,Black and White,98,Black and White,4.6,20
31000000,10559,Frequency,118,Frequency,7,473
24000000,20697,Ready to Rumble,107,Ready to Rumble,4.7,51
24000000,2621,Return to Me,115,Return to Me,6.1,68
60000000,10479,Rules of Engagement,128,Rules of Engagement,6,178
0,125709,Joe Gould's Secret,104,Joe Gould's Secret,6.8,6
0,49721,Me Myself I,104,Me Myself I,5.9,11
0,2006,"Bell, Book and Candle",106,"Bell, Book and Candle",6.4,37
0,184885,The Bells,68,The Bells,7,1
5000000,46625,The End of Violence,122,The End of Violence,5.1,17
5000000,17339,Force 10 from Navarone,118,Force 10 from Navarone,6.4,94
0,26879,How to Stuff a Wild Bikini,93,How to Stuff a Wild Bikini,6.6,10
2800000,11305,Mystery Train,113,Mystery Train,7,92
0,48211,Sacco e Vanzetti,120,Sacco & Vanzetti,6.8,21
0,28975,Taffin,96,Taffin,6.4,8
7000000,13665,Arthur,97,Arthur,6.5,125
6000000,12309,Bachelor Party,105,Bachelor Party,5.8,156
0,1552,Parenthood,124,Parenthood,6.4,177
18000000,106,Predator,107,Predator,7.3,2129
30000000,10333,The Prince of Tides,132,The Prince of Tides,5.9,57
12000000,11027,The Postman Always Rings Twice,122,The Postman Always Rings Twice,6.4,115
0,61560,Smoking / No Smoking,298,Smoking / No Smoking,6.6,11
0,123757,All the Vermeers in New York,87,All the Vermeers in New York,0,0
0,27197,雪之丞変化,113,An Actor's Revenge,6.6,11
